C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2001,UU,U,18,2,3,22,UU,1,1,U,18,1,1,1979,1,U,UU,11,1,UU,1,428090
2001,UU,U,18,2,3,22,UU,1,1,U,18,1,1,1979,2,U,UU,96,1,UU,2,428090
2001,UU,U,18,2,3,22,UU,1,1,U,18,1,1,1979,3,U,UU,96,2,1,2,428090
2001,UU,U,18,2,3,22,UU,1,1,U,18,2,1,1979,NN,N,NN,NN,N,NN,U,428090
2001,UU,U,18,2,3,22,UU,1,1,U,18,3,1,1987,NN,N,NN,NN,N,NN,U,428090
2001,UU,U,4,2,1,4,1,1,Q,3,QQ,1,1,1995,1,M,19,11,2,2,1,430621
2001,UU,U,4,2,1,4,1,1,Q,3,QQ,1,1,1995,2,M,29,13,2,QQ,2,430621
2001,UU,U,20,2,2,33,UU,1,1,U,18,1,17,UUUU,1,M,17,96,2,1,4,432787
2001,UU,U,20,2,2,33,UU,1,1,U,18,2,1,1998,1,M,16,11,1,2,1,432787
2001,UU,U,20,2,2,33,UU,1,1,U,18,2,1,1998,2,M,16,11,1,1,1,432787
2001,UU,U,22,2,2,22,UU,1,1,U,1,1,1,UUUU,1,F,UU,11,U,UU,1,433053
2001,UU,U,22,2,2,22,UU,1,1,U,1,2,1,1987,1,M,28,11,2,2,1,433053
2001,UU,U,UU,2,1,6,UU,1,1,U,3,1,1,2000,1,M,39,11,2,2,1,433808
2001,UU,U,19,2,1,6,UU,U,U,U,QQ,1,UU,UUUU,1,U,UU,11,U,UU,U,435759
2001,UU,U,19,2,1,6,UU,U,U,U,QQ,99,NN,NNNN,1,M,43,99,2,UU,3,435759
2001,UU,U,16,2,1,2,1,6,Q,1,18,1,22,1998,1,M,21,12,2,1,U,458551
2001,UU,U,1,2,1,4,QQ,Q,1,5,QQ,1,1,UUUU,1,M,19,11,2,UU,1,458571
2001,UU,U,1,2,1,4,QQ,Q,1,5,QQ,1,1,UUUU,2,M,19,12,2,UU,2,458571
2001,UU,U,8,2,2,35,3,1,5,1,18,1,1,1992,1,F,24,11,2,2,1,458583
2001,UU,U,8,2,2,35,3,1,5,1,18,1,1,1992,2,F,20,13,1,2,2,458583
2001,UU,U,8,2,2,35,3,1,5,1,18,2,1,1992,1,M,60,11,1,1,1,458583
